NMec = 98629
T = 15
P = 6
Profits not ignored
Solution time = 2.864e-04
Best Profit = 19431
Terminal Cases = 18309
Task date  Profit    P
  0   14    2069     0   
  0   17    1484     1   
  2   18    2546     2   
  4   15    1403     3   
  4   20    2289     4   
  5   14    1569     5   
  6   17    1287     -1  
  6   19    886      -1  
  7   20    3810     -1  
  9   18    1614     -1  
  9   18    2742     -1  
  10  20    2083     -1  
  15  23    1200     0   
  17  28    2793     3   
  19  22    413      1   
End
