NMec = 98629
T = 29
P = 6
Profits not ignored
Solution time = 4.937e-01
Best Profit = 40586
Terminal Cases = 43678494
Task date  Profit    P
  0   24    5128     0   
  1   10    1823     1   
  4   21    4274     2   
  5   47    7980     3   
  6   16    1116     4   
  7   11    495      5   
  7   24    3560     -1  
  9   40    3131     -1  
  11  21    904      1   
  11  25    2341     -1  
  12  25    2744     5   
  13  27    2562     -1  
  14  30    2110     -1  
  15  27    2221     -1  
  16  27    1347     -1  
  16  30    2668     -1  
  16  30    2773     -1  
  16  34    2078     -1  
  17  31    2136     4   
  20  46    2572     -1  
  21  48    4393     -1  
  26  42    2360     0   
  26  45    3334     1   
  32  44    2062     2   
  33  43    1551     4   
  35  42    693      5   
  35  45    1783     -1  
  37  48    1351     -1  
  39  43    695      -1  
End
