NMec = 98495
T = 25
P = 5
Profits not ignored
Solution time = 7.717e-02
Best Profit = 35239
Terminal Cases = 8763584
Task date  Profit    P
  0   16    4315     0   
  1   7     1250     1   
  4   20    4414     2   
  6   23    2929     3   
  11  27    2354     1   
  11  41    4902     4   
  12  45    3796     -1  
  14  19    873      -1  
  14  20    866      -1  
  16  30    2630     -1  
  19  29    1082     0   
  20  34    1748     -1  
  21  28    1055     -1  
  22  30    1770     2   
  25  36    992      -1  
  25  43    3078     3   
  26  31    366      -1  
  28  31    723      1   
  30  40    1927     0   
  30  43    1872     -1  
  31  45    1821     2   
  34  45    2544     1   
  36  40    363      -1  
  41  48    1334     0   
  44  47    796      3   
End
