NMec = 98495
T = 15
P = 1
Profits not ignored
Solution time = 2.056e-05
Best Profit = 22838
Terminal Cases = 2101
Task date  Profit    P
  3   9     644      -1  
  4   19    1724     -1  
  8   146   22838    0   
  18  22    528      -1  
  30  42    2844     -1  
  36  53    2277     -1  
  38  40    417      -1  
  44  65    1792     -1  
  66  70    912      -1  
  83  92    1443     -1  
  83  101   4407     -1  
  99  103   997      -1  
  116 130   2249     -1  
  137 145   948      -1  
  139 143   658      -1  
End
