NMec = 98495
T = 15
P = 7
Profits not ignored
Solution time = 3.334e-04
Best Profit = 24236
Terminal Cases = 22300
Task date  Profit    P
  0   17    2722     0   
  0   22    2798     1   
  1   23    1917     -1  
  1   27    2098     -1  
  3   22    2260     -1  
  3   27    3245     2   
  4   11    2272     3   
  5   10    446      -1  
  5   21    4428     4   
  6   19    2690     -1  
  6   20    3264     5   
  6   28    2698     6   
  10  16    973      -1  
  12  20    1777     3   
  19  25    1032     0   
End
