NMec = 98495
T = 28
P = 7
Profits not ignored
Solution time = 8.438e-01
Best Profit = 30220
Terminal Cases = 87014652
Task date  Profit    P
  4   14    874      0   
  4   25    2986     1   
  5   7     440      2   
  5   9     619      3   
  7   12    888      4   
  8   17    843      -1  
  8   32    6764     2   
  9   28    2060     5   
  10  16    818      3   
  10  22    988      -1  
  10  39    2889     6   
  11  14    596      -1  
  14  20    647      -1  
  15  19    990      0   
  15  32    1839     -1  
  16  35    2590     4   
  17  32    2563     3   
  19  36    1625     -1  
  20  37    3710     0   
  20  39    1379     -1  
  21  38    1408     -1  
  23  39    1088     -1  
  24  32    1194     -1  
  25  29    663      -1  
  25  33    1346     -1  
  26  36    962      -1  
  27  36    1328     1   
  31  34    701      5   
End
