NMec = 98495
T = 14
P = 8
Profits not ignored
Solution time = 2.009e-04
Best Profit = 22720
Terminal Cases = 16186
Task date  Profit    P
  1   23    3696     0   
  2   29    1843     1   
  3   13    2477     2   
  3   19    2149     3   
  4   22    3799     4   
  6   26    1792     5   
  7   12    527      -1  
  8   22    1944     6   
  10  26    1776     7   
  16  21    836      -1  
  20  22    562      -1  
  20  28    1818     2   
  21  28    950      3   
  26  27    476      0   
End
