NMec = 98495
T = 33
P = 5
Profits not ignored
Solution time = 3.966e+00
Best Profit = 50230
Terminal Cases = 347202546
Task date  Profit    P
  0   64    13827    0   
  3   10    1346     1   
  4   10    1416     2   
  4   21    2513     3   
  5   20    1529     -1  
  7   53    4247     -1  
  8   23    2000     -1  
  10  25    3545     4   
  13  21    2106     1   
  15  29    1980     -1  
  16  56    5074     -1  
  18  32    1250     -1  
  19  29    2262     2   
  22  27    605      -1  
  22  43    4657     1   
  24  39    2522     -1  
  24  40    3500     3   
  25  37    918      -1  
  25  42    2361     -1  
  28  39    2973     4   
  30  38    670      -1  
  31  47    2489     -1  
  31  49    1394     -1  
  31  52    3138     2   
  33  42    1708     -1  
  37  53    2875     -1  
  37  54    2457     -1  
  41  49    1558     3   
  42  53    1429     -1  
  43  45    282      4   
  46  57    2706     1   
  47  60    3937     4   
  54  61    464      2   
End
