NMec = 98495
T = 39
P = 6
Profits not ignored
Solution time = 3.452e+02
Best Profit = 57479
Terminal Cases = 38566391007
Task date  Profit    P
  0   63    10076    0   
  0   64    6411     -1  
  1   9     1089     1   
  1   24    3173     2   
  2   47    10964    3   
  4   21    1923     4   
  6   18    1605     -1  
  7   18    2059     5   
  10  22    1496     -1  
  13  21    1693     -1  
  14  26    3166     1   
  15  23    832      -1  
  15  26    1714     -1  
  15  29    2944     -1  
  16  22    1750     -1  
  18  27    1839     -1  
  19  39    2530     -1  
  22  35    2724     4   
  23  28    753      -1  
  23  41    4001     5   
  27  37    1525     -1  
  27  45    3611     1   
  29  47    2182     -1  
  30  40    1250     -1  
  31  37    1705     2   
  32  45    1778     -1  
  34  41    842      -1  
  35  45    2151     -1  
  37  50    1375     -1  
  38  46    785      -1  
  40  46    598      -1  
  40  53    2376     2   
  41  61    1298     -1  
  43  54    1938     4   
  44  61    3726     5   
  48  63    2013     1   
  50  55    932      3   
  54  63    1061     2   
  56  62    942      3   
End
