NMec = 98495
T = 15
P = 6
Profits not ignored
Solution time = 2.225e-04
Best Profit = 26583
Terminal Cases = 15964
Task date  Profit    P
  0   26    2105     -1  
  1   10    787      -1  
  1   28    3654     0   
  2   25    6647     1   
  3   10    1032     2   
  3   28    4858     3   
  4   26    4094     4   
  5   20    1137     -1  
  5   23    3677     5   
  7   20    1136     -1  
  9   24    2260     -1  
  10  13    586      -1  
  11  25    2621     2   
  13  21    1480     -1  
  19  26    728      -1  
End
