NMec = 98495
T = 22
P = 3
Profits not ignored
Solution time = 1.099e-03
Best Profit = 23423
Terminal Cases = 124060
Task date  Profit    P
  4   8     735      0   
  4   48    4381     -1  
  12  23    1032     -1  
  13  23    1049     -1  
  13  28    4351     0   
  17  63    4406     -1  
  18  34    2717     1   
  18  46    7394     2   
  20  35    2118     -1  
  24  34    1042     -1  
  26  37    2148     -1  
  28  31    361      -1  
  28  32    505      -1  
  28  48    2875     -1  
  32  45    1406     0   
  36  62    3105     1   
  39  47    834      -1  
  45  59    2266     -1  
  46  55    777      -1  
  46  57    2073     0   
  47  55    595      -1  
  53  59    1642     2   
End
