NMec = 98495
T = 16
P = 6
Profits not ignored
Solution time = 5.110e-04
Best Profit = 18444
Terminal Cases = 50408
Task date  Profit    P
  0   22    2653     0   
  2   24    2705     1   
  3   24    2885     2   
  6   26    2533     3   
  7   15    2220     4   
  8   9     405      -1  
  8   12    444      -1  
  8   18    1667     -1  
  8   26    1435     -1  
  9   22    2342     5   
  10  14    646      -1  
  17  24    1362     4   
  18  28    861      -1  
  25  29    741      0   
  26  29    728      1   
  27  29    275      2   
End
