NMec = 98495
T = 19
P = 5
Profits not ignored
Solution time = 1.475e-03
Best Profit = 23331
Terminal Cases = 113162
Task date  Profit    P
  0   13    2964     0   
  0   18    1813     -1  
  1   7     429      1   
  4   9     1538     2   
  4   17    1338     -1  
  5   24    4564     3   
  7   20    2758     4   
  9   15    987      1   
  9   23    2177     -1  
  11  24    1971     -1  
  12  33    4949     2   
  13  23    910      -1  
  15  29    2234     -1  
  15  31    2461     0   
  16  37    1898     1   
  17  23    818      -1  
  17  31    1595     -1  
  22  32    687      -1  
  23  28    783      4   
End
