NMec = 98495
T = 17
P = 7
Profits not ignored
Solution time = 8.056e-04
Best Profit = 23569
Terminal Cases = 74842
Task date  Profit    P
  0   15    2908     0   
  1   11    1370     1   
  1   27    4098     2   
  2   18    2711     3   
  3   15    1916     -1  
  6   16    2365     -1  
  7   20    2090     -1  
  8   25    2425     4   
  9   17    887      -1  
  9   25    2921     5   
  10  17    1256     -1  
  10  29    2580     6   
  14  18    612      -1  
  14  28    2162     1   
  14  28    1328     -1  
  16  24    1497     0   
  21  26    897      3   
End
