NMec = 98495
T = 24
P = 7
Profits not ignored
Solution time = 3.888e-02
Best Profit = 38332
Terminal Cases = 4000189
Task date  Profit    P
  0   12    1783     0   
  0   15    2038     1   
  0   34    4593     2   
  1   16    1579     -1  
  1   26    2749     -1  
  2   33    6299     3   
  4   19    3233     4   
  4   20    1336     -1  
  4   34    5200     5   
  5   6     549      -1  
  6   11    564      6   
  6   14    1625     -1  
  7   19    915      -1  
  7   25    2561     -1  
  8   15    583      -1  
  8   20    1665     -1  
  8   25    1304     -1  
  12  27    2531     -1  
  12  32    5940     6   
  13  29    3424     0   
  16  33    1950     1   
  21  32    973      -1  
  22  33    2955     4   
  32  33    353      0   
End
