NMec = 98495
T = 18
P = 2
Profits not ignored
Solution time = 7.500e-05
Best Profit = 20246
Terminal Cases = 5843
Task date  Profit    P
  9   29    2621     0   
  14  86    5377     -1  
  17  25    1433     -1  
  23  48    2697     1   
  29  36    847      -1  
  31  49    4878     0   
  32  39    1173     -1  
  42  72    2341     -1  
  56  69    1850     0   
  57  61    799      1   
  58  68    1328     -1  
  59  85    3297     -1  
  60  70    1288     -1  
  62  74    2239     -1  
  62  82    3749     -1  
  64  85    5294     1   
  70  78    1194     -1  
  70  81    2107     0   
End
