NMec = 98495
T = 15
P = 5
Profits not ignored
Solution time = 1.365e-04
Best Profit = 20521
Terminal Cases = 9335
Task date  Profit    P
  0   12    3295     0   
  2   4     317      -1  
  2   18    3367     1   
  3   13    1166     -1  
  3   21    2906     -1  
  3   23    3401     2   
  3   24    4952     3   
  3   25    3104     -1  
  3   26    4084     4   
  8   24    2131     -1  
  11  22    1705     -1  
  12  18    600      -1  
  12  19    1008     -1  
  13  26    1422     0   
  18  22    696      -1  
End
