NMec = 98495
T = 32
P = 3
Profits not ignored
Solution time = 3.110e+00
Best Profit = 45574
Terminal Cases = 319591800
Task date  Profit    P
  0   2     241      0   
  0   3     380      1   
  0   6     1006     2   
  3   16    1273     0   
  6   26    2730     1   
  9   18    1440     2   
  16  21    914      -1  
  20  35    1609     0   
  23  34    3303     2   
  30  45    1542     1   
  32  57    1632     -1  
  33  52    2938     -1  
  37  41    393      -1  
  38  54    4567     0   
  39  60    4540     2   
  42  50    937      -1  
  50  64    2181     1   
  50  71    2552     -1  
  53  72    1872     -1  
  56  70    2732     0   
  57  69    2583     -1  
  60  74    2439     -1  
  61  73    2393     2   
  64  74    1618     -1  
  66  100   4371     1   
  67  69    431      -1  
  73  84    2304     0   
  74  80    1370     2   
  83  105   5979     2   
  85  97    1136     0   
  92  100   1228     -1  
  99  103   477      0   
End
