NMec = 98495
T = 40
P = 6
Profits not ignored
Solution time = 4.534e+01
Best Profit = 57473
Terminal Cases = 4060697670
Task date  Profit    P
  0   55    4125     -1  
  1   30    3876     0   
  2   25    4320     1   
  5   45    5489     2   
  5   53    9745     3   
  5   58    12825    4   
  7   66    4428     -1  
  9   30    1449     -1  
  13  31    1881     -1  
  14  36    3703     -1  
  15  21    1935     5   
  17  30    1603     -1  
  17  55    6375     -1  
  20  33    2972     -1  
  21  23    349      -1  
  23  51    3848     -1  
  25  32    2081     5   
  25  38    1006     -1  
  26  38    2395     1   
  28  38    1951     -1  
  29  39    2561     -1  
  29  44    1699     -1  
  29  48    2541     -1  
  32  44    2165     -1  
  33  45    2306     -1  
  33  59    3683     -1  
  35  41    1516     0   
  35  43    637      -1  
  36  50    3505     5   
  37  59    2396     -1  
  39  66    4513     1   
  40  52    2222     -1  
  41  49    1847     -1  
  41  54    912      -1  
  41  60    2594     -1  
  42  44    709      0   
  43  55    1050     -1  
  45  58    2294     0   
  46  52    1645     2   
  51  57    625      5   
End
