NMec = 98495
T = 33
P = 7
Profits not ignored
Solution time = 1.765e+01
Best Profit = 53193
Terminal Cases = 1415850506
Task date  Profit    P
  1   5     568      0   
  1   12    1600     -1  
  1   22    2764     -1  
  1   47    6265     1   
  2   20    3426     2   
  3   18    2225     3   
  4   12    1703     -1  
  4   13    1367     -1  
  5   45    4549     -1  
  7   23    4538     0   
  7   26    3933     4   
  8   17    2104     5   
  8   24    3632     6   
  9   20    2147     -1  
  10  26    2150     -1  
  12  13    440      -1  
  12  38    1921     -1  
  14  25    1244     -1  
  17  34    1661     -1  
  18  29    2761     5   
  19  47    7564     3   
  20  39    3174     -1  
  22  44    5283     2   
  23  24    264      -1  
  24  36    2075     -1  
  24  39    1233     -1  
  25  40    3741     0   
  27  37    2107     4   
  27  40    1852     -1  
  28  37    2544     6   
  31  44    1332     -1  
  32  42    2166     5   
  40  41    336      4   
End
