NMec = 98495
T = 22
P = 5
Profits not ignored
Solution time = 7.910e-03
Best Profit = 29805
Terminal Cases = 826854
Task date  Profit    P
  0   20    2537     0   
  1   35    3669     -1  
  2   7     786      1   
  3   13    2982     2   
  5   43    4890     3   
  6   15    1323     4   
  6   27    2170     -1  
  11  20    1926     -1  
  12  24    2540     1   
  13  26    2672     -1  
  13  30    2504     -1  
  14  19    974      -1  
  15  23    652      -1  
  15  35    2617     -1  
  17  33    2906     2   
  19  29    1700     4   
  22  28    505      -1  
  23  37    1639     0   
  25  38    3363     1   
  31  42    2925     4   
  34  42    1880     2   
  39  41    334      0   
End
