NMec = 98495
T = 19
P = 6
Profits not ignored
Solution time = 4.450e-03
Best Profit = 24936
Terminal Cases = 278081
Task date  Profit    P
  0   11    1276     0   
  1   12    1880     1   
  3   28    6103     2   
  4   9     333      -1  
  4   20    1738     3   
  5   15    1125     4   
  6   11    641      -1  
  7   28    2309     -1  
  8   28    4104     5   
  11  14    549      -1  
  11  22    1852     -1  
  11  26    2546     -1  
  13  24    2781     0   
  14  31    2268     1   
  15  23    554      -1  
  16  30    2149     4   
  20  24    821      -1  
  22  28    1512     3   
  24  28    972      -1  
End
