NMec = 98495
T = 40
P = 5
Profits not ignored
Solution time = 5.562e+02
Best Profit = 46440
Terminal Cases = 55618397240
Task date  Profit    P
  0   3     440      0   
  0   18    1088     -1  
  3   28    3181     1   
  3   49    5937     2   
  4   17    2408     0   
  5   47    4613     3   
  7   8     367      4   
  9   17    1368     -1  
  9   52    7233     4   
  13  16    802      -1  
  15  32    2355     -1  
  16  36    2368     -1  
  18  29    1018     -1  
  19  30    2402     0   
  21  44    1894     -1  
  23  36    1638     -1  
  24  33    882      -1  
  24  40    1744     -1  
  26  40    2527     -1  
  30  41    908      -1  
  30  45    1463     -1  
  31  52    1667     0   
  36  50    1315     -1  
  39  47    843      -1  
  39  48    1369     -1  
  40  43    996      1   
  44  62    2743     1   
  48  71    3676     3   
  49  60    1232     -1  
  50  54    555      2   
  50  65    2011     -1  
  52  71    1759     -1  
  53  67    3679     0   
  55  70    1353     -1  
  56  62    516      -1  
  56  71    2071     2   
  57  65    1966     -1  
  58  77    2365     4   
  67  72    564      1   
  71  77    1543     0   
End
