NMec = 98495
T = 28
P = 8
Profits not ignored
Solution time = 5.074e-01
Best Profit = 34772
Terminal Cases = 68669940
Task date  Profit    P
  0   8     985      0   
  0   12    1028     1   
  1   20    2503     -1  
  1   21    3510     2   
  1   21    3398     3   
  3   16    991      -1  
  3   24    4263     4   
  4   12    1547     5   
  4   23    1948     -1  
  5   13    1017     6   
  6   12    573      -1  
  6   19    1531     -1  
  7   25    1814     -1  
  7   31    4936     7   
  8   22    2664     -1  
  9   25    2305     0   
  10  19    1769     -1  
  12  19    915      -1  
  14  25    1960     1   
  14  28    1739     -1  
  15  23    803      -1  
  15  34    4618     5   
  18  29    1920     -1  
  18  29    2953     6   
  19  25    501      -1  
  22  25    859      2   
  26  31    446      0   
  27  30    947      1   
End
