NMec = 98495
T = 28
P = 2
Profits not ignored
Solution time = 7.806e-02
Best Profit = 34750
Terminal Cases = 4747828
Task date  Profit    P
  6   22    3868     0   
  9   120   10973    -1  
  21  36    2470     -1  
  22  32    2752     1   
  31  45    1074     -1  
  34  56    3663     0   
  37  50    3657     1   
  39  50    2329     -1  
  41  43    500      -1  
  48  58    1641     -1  
  56  65    1368     1   
  57  61    489      0   
  68  70    674      -1  
  68  83    2988     0   
  70  93    3213     1   
  79  82    255      -1  
  85  97    1815     0   
  90  108   1669     -1  
  91  92    274      -1  
  96  107   2137     -1  
  99  103   732      0   
  100 118   3664     -1  
  100 128   6516     1   
  104 125   3689     0   
  110 116   811      -1  
  112 121   1088     -1  
  116 125   1137     -1  
  117 118   294      -1  
End
