NMec = 98495
T = 32
P = 8
Profits not ignored
Solution time = 1.147e+01
Best Profit = 36439
Terminal Cases = 1002805212
Task date  Profit    P
  0   38    4195     0   
  1   10    1038     -1  
  2   9     1300     -1  
  2   22    1671     -1  
  4   14    1372     -1  
  5   9     1348     1   
  5   23    2753     2   
  6   11    751      -1  
  6   17    1153     -1  
  6   18    2945     3   
  6   22    3608     4   
  7   17    2318     5   
  7   24    3133     6   
  7   32    4570     7   
  8   28    2095     -1  
  11  32    2558     1   
  12  20    884      -1  
  12  24    1808     -1  
  13  18    887      -1  
  14  28    1455     -1  
  15  32    1359     -1  
  16  23    903      -1  
  17  25    1380     -1  
  20  30    668      -1  
  21  27    843      -1  
  22  32    1026     -1  
  22  35    1493     3   
  22  35    2068     5   
  23  36    2729     4   
  24  28    721      2   
  25  34    987      6   
  35  38    1013     1   
End
