NMec = 98495
T = 38
P = 8
Profits not ignored
Solution time = 8.895e+01
Best Profit = 67000
Terminal Cases = 9359084939
Task date  Profit    P
  0   46    9855     0   
  1   9     1657     1   
  1   14    1596     -1  
  1   40    7762     2   
  2   22    2031     -1  
  2   42    6573     -1  
  2   43    7663     3   
  2   47    7343     4   
  3   24    5272     5   
  5   14    1871     6   
  5   20    3137     -1  
  6   11    1026     -1  
  6   18    1523     -1  
  6   20    1604     -1  
  6   20    3621     7   
  6   21    2577     -1  
  7   24    2525     -1  
  11  41    4209     -1  
  12  35    1960     -1  
  13  35    2702     -1  
  13  37    4246     -1  
  14  23    2014     1   
  17  25    913      -1  
  17  34    4024     6   
  17  36    2858     -1  
  18  33    2226     -1  
  18  40    2588     -1  
  19  21    596      -1  
  19  23    694      -1  
  21  29    983      -1  
  22  28    436      -1  
  22  38    2289     -1  
  22  46    3976     7   
  24  38    3279     1   
  26  33    1149     -1  
  27  47    4869     5   
  35  44    2009     6   
  39  46    1785     1   
End
