NMec = 98495
T = 16
P = 7
Profits not ignored
Solution time = 5.616e-04
Best Profit = 25261
Terminal Cases = 45048
Task date  Profit    P
  0   20    1272     -1  
  1   26    5507     0   
  2   9     875      1   
  2   19    1818     2   
  2   22    2980     3   
  4   27    3299     4   
  5   17    1430     -1  
  5   20    4354     5   
  5   23    2268     6   
  6   14    1304     -1  
  7   22    1516     -1  
  9   23    1789     -1  
  10  16    1620     -1  
  11  21    2225     1   
  20  25    1353     2   
  24  28    582      1   
End
