NMec = 98495
T = 31
P = 5
Profits not ignored
Solution time = 2.558e+00
Best Profit = 42471
Terminal Cases = 244789232
Task date  Profit    P
  0   7     717      -1  
  1   21    3094     0   
  3   8     346      -1  
  3   10    1489     1   
  3   47    8994     2   
  7   12    1239     3   
  7   19    1893     4   
  9   18    961      -1  
  13  21    1941     1   
  15  21    351      -1  
  17  22    1421     -1  
  17  29    2075     3   
  19  35    1350     -1  
  20  36    2720     4   
  21  44    4408     -1  
  22  40    3907     0   
  23  47    3914     1   
  24  44    2935     -1  
  29  44    1457     -1  
  30  50    4012     3   
  31  50    2305     -1  
  33  46    1354     -1  
  34  36    694      -1  
  36  53    2618     -1  
  38  47    918      -1  
  38  53    3376     4   
  39  53    2338     -1  
  41  56    2531     0   
  43  57    1541     -1  
  51  55    1019     1   
  53  54    267      2   
End
