NMec = 98495
T = 20
P = 8
Profits not ignored
Solution time = 7.446e-03
Best Profit = 25953
Terminal Cases = 898192
Task date  Profit    P
  0   2     629      0   
  0   26    4351     1   
  1   4     893      2   
  5   10    520      0   
  6   15    2185     2   
  6   19    1221     -1  
  6   24    3633     3   
  7   20    2963     4   
  8   18    2550     5   
  8   22    2294     6   
  8   29    2681     7   
  9   10    260      -1  
  9   13    438      -1  
  12  21    1248     -1  
  14  15    492      -1  
  14  24    1348     0   
  15  17    366      -1  
  15  26    1131     -1  
  21  28    1627     2   
  25  26    279      0   
End
