NMec = 98495
T = 24
P = 1
Profits not ignored
Solution time = 2.267e-04
Best Profit = 35373
Terminal Cases = 26068
Task date  Profit    P
  2   19    1478     0   
  13  29    1548     -1  
  19  149   15537    -1  
  20  217   19803    -1  
  21  30    1025     -1  
  21  237   33895    0   
  35  219   21471    -1  
  52  64    1288     -1  
  79  88    1326     -1  
  80  85    433      -1  
  84  100   2801     -1  
  93  107   2471     -1  
  118 132   1863     -1  
  120 122   457      -1  
  127 131   838      -1  
  131 138   560      -1  
  134 143   1575     -1  
  140 150   2209     -1  
  146 155   616      -1  
  158 180   2520     -1  
  179 205   3295     -1  
  209 230   4931     -1  
  215 228   1743     -1  
  224 233   993      -1  
End
