NMec = 98495
T = 22
P = 8
Profits not ignored
Solution time = 2.774e-02
Best Profit = 38579
Terminal Cases = 2773117
Task date  Profit    P
  0   6     937      -1  
  0   18    1368     -1  
  0   19    4720     0   
  0   23    2349     -1  
  1   10    1112     1   
  1   21    2827     -1  
  2   7     1357     2   
  3   15    2355     3   
  3   20    3058     4   
  3   28    3222     -1  
  4   12    1078     -1  
  5   28    6823     5   
  6   23    3506     6   
  6   28    4506     7   
  10  26    2898     2   
  12  17    1713     1   
  13  21    1421     -1  
  18  26    1641     1   
  18  26    1123     3   
  19  29    930      -1  
  20  29    2799     0   
  21  25    968      4   
End
