NMec = 98495
T = 36
P = 4
Profits not ignored
Solution time = 1.980e+01
Best Profit = 57712
Terminal Cases = 2040933387
Task date  Profit    P
  0   15    3825     0   
  0   19    1635     -1  
  2   19    1209     -1  
  4   13    1589     1   
  4   14    884      -1  
  5   12    607      -1  
  5   22    2909     2   
  7   28    4297     3   
  9   23    1124     -1  
  14  25    1323     -1  
  14  37    4454     1   
  15  23    1336     -1  
  16  27    1428     0   
  20  45    2081     -1  
  21  29    1231     -1  
  23  30    1520     2   
  25  34    1238     -1  
  29  35    1417     0   
  29  37    1030     3   
  32  47    2336     -1  
  33  38    734      -1  
  34  88    12352    2   
  35  47    2959     -1  
  35  52    2735     -1  
  37  64    1494     -1  
  38  52    2174     -1  
  39  80    5575     0   
  41  55    1922     -1  
  42  80    9735     1   
  45  55    2792     3   
  49  59    1133     -1  
  49  60    1130     -1  
  54  61    1319     -1  
  58  68    1817     3   
  61  87    2135     -1  
  69  87    2972     3   
End
