NMec = 98495
T = 22
P = 7
Profits not ignored
Solution time = 8.932e-03
Best Profit = 29281
Terminal Cases = 978144
Task date  Profit    P
  0   13    2916     0   
  1   9     663      -1  
  1   16    3659     1   
  1   25    3369     -1  
  2   10    1103     2   
  2   24    4782     3   
  3   16    2325     -1  
  5   25    3546     4   
  6   13    1044     -1  
  6   16    984      -1  
  6   24    1108     -1  
  6   28    2952     -1  
  7   24    3952     5   
  7   24    3433     6   
  7   27    2072     -1  
  8   16    1053     -1  
  8   19    960      -1  
  10  19    1476     -1  
  11  23    2474     2   
  18  24    779      0   
  18  24    1441     1   
  24  31    1196     2   
End
