NMec = 98495
T = 37
P = 6
Profits not ignored
Solution time = 1.855e+02
Best Profit = 54622
Terminal Cases = 20019630430
Task date  Profit    P
  0   15    1749     -1  
  2   14    2409     0   
  3   17    2983     1   
  3   56    5024     -1  
  4   9     599      2   
  4   9     1309     3   
  4   14    2099     4   
  5   6     490      5   
  10  19    1051     -1  
  10  35    7009     2   
  11  19    1116     -1  
  11  28    4238     3   
  11  33    2244     -1  
  12  20    2056     5   
  16  29    2181     0   
  17  20    271      -1  
  18  26    1528     -1  
  18  26    1217     -1  
  18  39    2825     -1  
  19  24    756      1   
  19  58    7714     4   
  22  38    1710     -1  
  24  32    2099     5   
  24  46    4507     -1  
  25  36    1692     -1  
  25  37    932      -1  
  26  60    4516     1   
  31  38    1154     0   
  31  40    1161     3   
  34  61    2557     5   
  36  46    2050     2   
  39  50    2400     0   
  39  51    1364     -1  
  42  52    750      -1  
  46  54    2580     3   
  48  58    1498     2   
  53  57    764      0   
End
