NMec = 98495
T = 25
P = 2
Profits not ignored
Solution time = 1.023e-02
Best Profit = 46060
Terminal Cases = 1137602
Task date  Profit    P
  4   6     420      0   
  5   91    23839    1   
  7   10    896      -1  
  9   22    1538     0   
  10  113   16958    -1  
  24  31    1535     -1  
  29  64    9159     0   
  30  34    641      -1  
  30  53    3433     -1  
  35  48    2819     -1  
  48  63    2646     -1  
  49  61    2325     -1  
  55  62    1301     -1  
  65  76    1580     -1  
  70  73    344      -1  
  70  80    2445     0   
  73  83    1149     -1  
  81  91    1203     -1  
  82  86    1278     0   
  83  95    1196     -1  
  89  101   2131     0   
  95  115   2535     1   
  100 109   2048     -1  
  104 112   1095     -1  
  106 120   2715     0   
End
