NMec = 98495
T = 29
P = 3
Profits not ignored
Solution time = 1.172e-01
Best Profit = 35982
Terminal Cases = 15749032
Task date  Profit    P
  2   26    4850     0   
  4   31    2110     -1  
  4   74    5411     -1  
  5   14    1866     1   
  6   22    4199     2   
  16  17    278      1   
  16  29    1680     -1  
  20  37    2330     1   
  23  36    1520     2   
  31  40    1269     0   
  32  38    832      -1  
  34  41    488      -1  
  34  48    1834     -1  
  36  49    2581     -1  
  39  49    705      -1  
  40  62    2957     -1  
  41  65    5471     0   
  42  70    3855     -1  
  44  56    2133     -1  
  45  52    1879     1   
  45  55    2401     2   
  46  53    924      -1  
  53  80    3846     1   
  58  69    2437     2   
  61  68    1843     -1  
  68  80    1476     0   
  69  78    1187     -1  
  77  82    718      2   
  86  95    1442     0   
End
