NMec = 98495
T = 39
P = 8
Profits not ignored
Solution time = 1.174e+02
Best Profit = 51047
Terminal Cases = 12689080862
Task date  Profit    P
  1   16    4123     0   
  3   28    3121     -1  
  3   35    2921     -1  
  4   15    2252     1   
  4   21    3762     2   
  5   13    1090     -1  
  5   18    2452     3   
  5   28    2277     -1  
  7   9     333      4   
  7   28    1908     -1  
  7   37    5291     5   
  8   38    5537     6   
  11  27    2105     -1  
  11  28    3034     -1  
  11  35    6331     4   
  12  20    867      -1  
  12  29    3701     7   
  12  31    1522     -1  
  13  30    3605     -1  
  16  36    2017     -1  
  18  27    817      -1  
  18  27    766      -1  
  18  35    2552     -1  
  18  37    1788     -1  
  19  22    313      -1  
  19  33    1633     -1  
  20  22    665      0   
  20  27    1073     1   
  20  29    1745     3   
  22  28    1359     -1  
  23  31    1126     -1  
  23  41    4497     0   
  24  26    353      -1  
  25  38    2704     2   
  26  32    1205     -1  
  28  42    2400     1   
  32  46    1791     3   
  34  37    993      7   
  38  43    1397     4   
End
