NMec = 98495
T = 22
P = 6
Profits not ignored
Solution time = 8.651e-03
Best Profit = 27180
Terminal Cases = 768017
Task date  Profit    P
  0   14    1754     0   
  3   10    2113     1   
  3   23    4975     2   
  5   20    1543     3   
  7   19    1272     4   
  9   21    2677     5   
  10  27    2010     -1  
  10  36    2872     -1  
  12  29    4052     1   
  13  22    1749     -1  
  14  33    2687     -1  
  15  25    1501     -1  
  18  29    1764     -1  
  18  34    1453     -1  
  19  27    611      -1  
  20  30    2257     0   
  20  32    1578     -1  
  20  33    2270     4   
  21  31    1651     3   
  22  34    1496     5   
  24  30    591      -1  
  27  36    1120     2   
End
