NMec = 98495
T = 35
P = 7
Profits not ignored
Solution time = 5.493e+01
Best Profit = 47327
Terminal Cases = 6024382237
Task date  Profit    P
  0   7     502      -1  
  0   12    2000     0   
  0   14    2388     1   
  0   49    4949     -1  
  1   13    2280     2   
  1   15    1620     -1  
  1   27    1966     -1  
  2   6     863      3   
  2   14    1287     -1  
  3   20    3439     4   
  3   22    2599     -1  
  4   19    1508     -1  
  4   26    5328     5   
  6   31    4136     6   
  7   23    2050     -1  
  11  26    2786     -1  
  11  29    3421     -1  
  11  35    4970     3   
  13  20    1193     0   
  15  25    1148     1   
  15  39    1769     -1  
  17  20    531      -1  
  17  26    1262     2   
  18  25    1051     -1  
  22  24    247      -1  
  22  30    2375     0   
  24  45    2550     4   
  27  36    904      -1  
  27  40    2163     1   
  27  46    1990     2   
  29  47    4557     5   
  32  35    575      0   
  35  47    1385     6   
  36  42    895      0   
  38  47    1830     3   
End
