NMec = 98495
T = 38
P = 2
Profits not ignored
Solution time = 1.682e+00
Best Profit = 70305
Terminal Cases = 143302075
Task date  Profit    P
  1   130   26408    0   
  6   21    1829     1   
  8   177   30130    -1  
  15  39    3541     -1  
  25  39    2974     -1  
  29  44    1047     -1  
  36  173   19985    -1  
  37  178   36978    1   
  50  72    2253     -1  
  53  74    3976     -1  
  61  76    2105     -1  
  63  67    844      -1  
  66  76    2288     -1  
  70  131   13534    -1  
  77  89    1821     -1  
  84  108   5265     -1  
  85  99    1743     -1  
  89  99    1371     -1  
  91  100   1141     -1  
  92  101   629      -1  
  97  106   617      -1  
  101 116   1966     -1  
  104 115   1054     -1  
  106 126   2235     -1  
  109 121   2198     -1  
  119 139   3534     -1  
  123 144   3291     -1  
  137 149   926      -1  
  145 147   374      -1  
  147 160   1894     0   
  153 161   848      -1  
  155 158   433      -1  
  156 178   3554     -1  
  163 184   3196     0   
  171 176   782      -1  
  171 178   940      -1  
  171 187   1905     -1  
  172 179   1129     -1  
End
