NMec = 98495
T = 16
P = 5
Profits not ignored
Solution time = 1.979e-04
Best Profit = 20264
Terminal Cases = 15309
Task date  Profit    P
  1   16    1715     -1  
  1   28    2598     -1  
  2   9     1037     0   
  3   23    4726     1   
  3   24    1432     -1  
  3   27    2493     -1  
  4   11    757      -1  
  4   15    1972     2   
  5   26    2575     -1  
  5   30    2708     3   
  7   10    421      -1  
  9   14    748      -1  
  9   22    2835     4   
  10  26    3137     0   
  19  28    2403     2   
  23  31    1446     4   
End
