NMec = 98495
T = 20
P = 3
Profits not ignored
Solution time = 1.255e-03
Best Profit = 28388
Terminal Cases = 124089
Task date  Profit    P
  0   16    1063     -1  
  1   21    1902     -1  
  1   24    4482     0   
  2   13    931      -1  
  7   13    2042     1   
  7   13    1108     2   
  14  21    1555     1   
  15  28    1668     2   
  20  58    5138     -1  
  24  26    414      1   
  25  39    1697     -1  
  26  53    3818     -1  
  28  41    3636     0   
  32  48    2407     1   
  32  57    5888     2   
  33  57    2669     -1  
  34  49    1466     -1  
  44  64    2216     0   
  45  53    684      -1  
  49  60    2972     1   
End
