NMec = 98495
T = 38
P = 1
Profits not ignored
Solution time = 7.323e-01
Best Profit = 43649
Terminal Cases = 92352000
Task date  Profit    P
  0   1     504      0   
  1   15    1101     -1  
  8   17    2427     0   
  16  20    989      -1  
  57  70    3482     0   
  82  97    2171     -1  
  87  96    2118     -1  
  89  104   1743     -1  
  91  108   4257     0   
  120 124   1324     0   
  124 132   1732     -1  
  125 135   897      0   
  142 151   2249     0   
  145 154   1217     -1  
  155 179   3295     -1  
  160 163   601      -1  
  163 173   1703     -1  
  163 180   4040     0   
  169 195   5765     -1  
  179 191   1562     -1  
  182 186   1192     0   
  188 198   1769     0   
  189 206   2083     -1  
  190 198   1681     -1  
  200 204   673      0   
  207 212   942      0   
  211 224   3512     -1  
  216 368   19893    0   
  246 259   1034     -1  
  247 256   1485     -1  
  251 263   3249     -1  
  254 264   2332     -1  
  273 282   1832     -1  
  284 299   2082     -1  
  301 315   1382     -1  
  325 333   1110     -1  
  335 348   3690     -1  
  357 369   2128     -1  
End
