NMec = 98495
T = 40
P = 1
Profits not ignored
Solution time = 2.427e+00
Best Profit = 65510
Terminal Cases = 235726866
Task date  Profit    P
  6   18    2364     -1  
  7   16    2757     -1  
  7   344   59751    0   
  38  54    1607     -1  
  46  54    1400     -1  
  64  81    1828     -1  
  89  93    466      -1  
  100 107   1250     -1  
  109 122   1777     -1  
  125 139   1118     -1  
  147 160   1879     -1  
  184 190   896      -1  
  195 204   1154     -1  
  215 225   1010     -1  
  220 232   1025     -1  
  221 226   413      -1  
  222 243   3516     -1  
  223 250   5622     -1  
  230 244   3748     -1  
  231 236   500      -1  
  239 248   947      -1  
  248 263   2035     -1  
  256 271   2242     -1  
  272 282   1150     -1  
  278 284   883      -1  
  286 292   1047     -1  
  293 314   3595     -1  
  296 313   3723     -1  
  307 323   2807     -1  
  310 311   274      -1  
  310 321   2399     -1  
  315 336   2340     -1  
  325 348   2324     -1  
  329 337   1672     -1  
  345 370   4370     0   
  346 357   1882     -1  
  354 364   2464     -1  
  362 368   561      -1  
  366 374   1133     -1  
  378 385   1389     0   
End
