NMec = 98495
T = 18
P = 8
Profits not ignored
Solution time = 1.768e-03
Best Profit = 26698
Terminal Cases = 181338
Task date  Profit    P
  0   7     1408     0   
  1   28    3750     1   
  2   14    2204     2   
  3   25    4928     3   
  3   27    2865     4   
  4   21    2065     -1  
  4   23    1783     -1  
  4   29    2350     5   
  6   10    682      -1  
  6   11    1083     -1  
  6   18    1875     6   
  6   29    2463     7   
  8   11    486      -1  
  8   25    2733     0   
  8   27    1462     -1  
  9   17    1058     -1  
  20  27    1319     2   
  21  28    803      6   
End
