NMec = 98495
T = 18
P = 7
Profits not ignored
Solution time = 1.931e-03
Best Profit = 22430
Terminal Cases = 221896
Task date  Profit    P
  0   14    1538     0   
  0   16    1057     -1  
  0   17    2635     1   
  1   2     397      2   
  1   6     1393     3   
  4   8     1378     2   
  5   12    698      4   
  5   12    690      -1  
  6   23    2897     5   
  6   27    1602     -1  
  6   29    3073     6   
  8   28    2122     3   
  9   22    2083     2   
  11  16    479      -1  
  13  23    2905     4   
  16  18    349      0   
  21  23    412      0   
  21  28    550      1   
End
