NMec = 98495
T = 34
P = 3
Profits not ignored
Solution time = 2.035e-01
Best Profit = 65277
Terminal Cases = 15556170
Task date  Profit    P
  3   112   27345    0   
  7   113   19249    1   
  8   113   11874    -1  
  11  71    14835    2   
  12  16    869      -1  
  12  29    2323     -1  
  12  34    1775     -1  
  14  26    2427     -1  
  14  30    2090     -1  
  16  37    2172     -1  
  17  21    460      -1  
  22  32    2777     -1  
  25  38    1356     -1  
  25  44    3466     -1  
  26  31    1222     -1  
  31  41    2381     -1  
  34  82    11038    -1  
  37  45    1832     -1  
  38  59    2187     -1  
  41  55    2313     -1  
  42  60    3767     -1  
  45  47    359      -1  
  51  75    4292     -1  
  53  75    2249     -1  
  54  80    2734     -1  
  61  81    5195     -1  
  63  83    1911     -1  
  63  84    4410     -1  
  66  87    3768     -1  
  73  89    2532     -1  
  74  87    1833     -1  
  75  86    2894     2   
  78  96    2788     -1  
  90  98    954      2   
End
