NMec = 98495
T = 26
P = 6
Profits not ignored
Solution time = 6.768e-02
Best Profit = 36105
Terminal Cases = 7103840
Task date  Profit    P
  0   9     1409     0   
  0   43    5193     1   
  1   7     1600     2   
  1   20    3409     3   
  1   21    2289     -1  
  2   24    2665     4   
  3   26    6154     5   
  10  22    1579     -1  
  10  40    3181     -1  
  11  15    404      0   
  11  20    2030     -1  
  12  39    5974     2   
  13  20    1004     -1  
  13  21    2189     -1  
  13  23    857      -1  
  14  20    1928     -1  
  14  30    1947     -1  
  15  31    2192     -1  
  16  27    2040     -1  
  16  36    4579     0   
  17  25    1759     -1  
  24  38    2195     3   
  26  36    1764     4   
  29  37    759      5   
  31  36    660      -1  
  32  35    416      -1  
End
