NMec = 98495
T = 19
P = 7
Profits not ignored
Solution time = 2.919e-03
Best Profit = 23369
Terminal Cases = 261152
Task date  Profit    P
  2   5     415      0   
  4   20    1103     -1  
  4   21    3538     1   
  4   21    2669     2   
  5   13    768      3   
  5   15    1173     4   
  6   16    909      -1  
  6   20    3795     0   
  6   23    2410     -1  
  9   28    1507     -1  
  12  16    417      -1  
  12  22    1345     -1  
  12  29    3977     5   
  14  25    2606     3   
  14  25    3185     6   
  15  29    2406     -1  
  17  24    1243     4   
  18  25    447      -1  
  19  25    664      -1  
End
