NMec = 98495
T = 14
P = 6
Profits not ignored
Solution time = 7.707e-05
Best Profit = 21749
Terminal Cases = 9116
Task date  Profit    P
  2   16    2064     0   
  3   25    4512     1   
  5   19    2612     2   
  7   18    2343     3   
  8   17    637      -1  
  8   20    1295     -1  
  8   20    1076     -1  
  8   24    3701     4   
  11  19    624      -1  
  11  21    1152     -1  
  12  29    3722     5   
  14  29    1451     -1  
  17  27    1930     0   
  22  29    865      2   
End
