NMec = 98495
T = 19
P = 2
Profits not ignored
Solution time = 1.463e-04
Best Profit = 19399
Terminal Cases = 16412
Task date  Profit    P
  5   12    847      0   
  22  44    2379     0   
  36  45    780      -1  
  44  83    8792     1   
  46  62    3818     0   
  47  60    2377     -1  
  50  58    990      -1  
  51  64    1450     -1  
  55  70    2196     -1  
  58  71    2371     -1  
  59  72    1256     -1  
  60  71    1633     -1  
  65  74    1735     -1  
  68  80    2063     -1  
  72  82    2131     -1  
  73  86    1885     -1  
  73  87    3563     0   
  75  81    534      -1  
  83  90    830      -1  
End
