NMec = 98495
T = 20
P = 7
Profits not ignored
Solution time = 6.747e-03
Best Profit = 25932
Terminal Cases = 576754
Task date  Profit    P
  0   9     649      -1  
  0   13    1324     0   
  0   26    4480     1   
  2   22    2676     2   
  4   11    908      3   
  4   25    5182     4   
  5   12    745      5   
  5   21    1103     -1  
  5   21    1174     -1  
  7   12    741      -1  
  9   20    1371     -1  
  9   27    2542     6   
  13  28    2184     3   
  14  25    2806     0   
  15  21    497      -1  
  16  28    3085     5   
  16  29    927      -1  
  19  28    1427     -1  
  20  21    357      -1  
  22  29    841      -1  
End
