NMec = 98495
T = 31
P = 8
Profits not ignored
Solution time = 6.607e+00
Best Profit = 41297
Terminal Cases = 562791016
Task date  Profit    P
  0   20    2309     0   
  0   37    3867     -1  
  2   19    2039     -1  
  2   29    2978     -1  
  4   12    1235     -1  
  5   8     492      1   
  6   12    1459     2   
  6   16    2488     3   
  7   15    1539     4   
  8   29    1431     -1  
  8   32    3504     -1  
  9   18    1097     -1  
  10  21    2272     1   
  10  24    2983     5   
  10  25    4400     6   
  11  18    924      -1  
  11  33    5122     7   
  13  26    1191     -1  
  16  19    971      2   
  17  29    2027     -1  
  17  31    3554     3   
  17  31    3587     4   
  20  31    1202     -1  
  21  28    1106     -1  
  21  30    1454     -1  
  21  34    1764     0   
  22  34    2575     1   
  22  35    3165     2   
  26  27    272      5   
  26  37    1315     6   
  29  38    1030     5   
End
