NMec = 98495
T = 40
P = 2
Profits not ignored
Solution time = 3.465e+00
Best Profit = 50525
Terminal Cases = 368704676
Task date  Profit    P
  14  145   19350    0   
  21  45    1778     -1  
  25  50    2521     -1  
  26  29    430      1   
  26  43    1526     -1  
  32  44    1309     -1  
  38  53    3687     1   
  41  52    731      -1  
  42  66    1645     -1  
  51  87    3796     -1  
  57  77    3920     -1  
  60  76    3330     -1  
  61  124   15935    1   
  63  66    485      -1  
  67  90    4237     -1  
  85  98    3207     -1  
  85  104   4015     -1  
  86  109   3442     -1  
  87  92    1220     -1  
  91  101   907      -1  
  93  105   915      -1  
  96  100   829      -1  
  102 107   1156     -1  
  103 120   2416     -1  
  107 134   3785     -1  
  109 119   1430     -1  
  111 119   986      -1  
  115 136   1790     -1  
  121 142   4774     -1  
  127 137   1099     -1  
  128 136   1511     -1  
  128 141   2347     -1  
  131 147   3407     1   
  157 166   1332     0   
  162 175   3083     1   
  164 184   2264     -1  
  166 187   1502     -1  
  170 173   772      -1  
  171 179   1076     0   
  177 197   2225     1   
End
