NMec = 98495
T = 40
P = 8
Profits not ignored
Solution time = 7.361e+02
Best Profit = 55812
Terminal Cases = 96744348112
Task date  Profit    P
  3   7     793      0   
  3   13    1077     -1  
  3   21    2156     1   
  3   47    8009     2   
  4   20    2335     3   
  4   22    3321     4   
  5   16    1347     5   
  6   30    3387     -1  
  8   21    3968     0   
  8   24    1441     -1  
  9   24    2121     -1  
  9   32    4394     6   
  11  19    1964     7   
  12  45    3857     -1  
  13  18    1438     -1  
  15  23    1540     -1  
  16  31    2391     -1  
  16  33    2300     -1  
  16  34    2589     -1  
  17  40    2999     -1  
  18  22    904      -1  
  18  25    1440     5   
  20  26    1272     -1  
  20  30    2995     7   
  21  33    2430     3   
  22  29    1742     0   
  22  37    2714     1   
  23  34    801      -1  
  23  40    3471     4   
  24  42    1931     -1  
  24  44    1857     -1  
  26  33    1563     -1  
  26  40    929      -1  
  27  36    2328     5   
  30  49    2552     0   
  33  36    472      6   
  33  45    3236     7   
  38  46    720      1   
  38  49    2402     3   
  43  49    1023     4   
End
