NMec = 98495
T = 30
P = 3
Profits not ignored
Solution time = 3.492e-01
Best Profit = 43561
Terminal Cases = 29060585
Task date  Profit    P
  2   9     1230     0   
  2   12    1868     1   
  7   23    3119     2   
  8   13    637      -1  
  12  32    3208     0   
  15  40    3138     1   
  20  36    2481     -1  
  22  32    1159     -1  
  27  79    10716    2   
  30  40    2673     -1  
  32  56    2575     -1  
  33  56    3613     0   
  37  64    3527     -1  
  39  47    992      -1  
  41  48    1822     1   
  42  55    1227     -1  
  44  51    1552     -1  
  44  70    3477     -1  
  52  72    3502     1   
  57  66    2297     0   
  59  70    1691     -1  
  62  77    1417     -1  
  63  89    3927     -1  
  69  88    3714     0   
  77  91    1754     -1  
  79  87    871      -1  
  79  96    3449     1   
  82  89    814      -1  
  85  87    412      -1  
  87  95    1885     2   
End
