NMec = 98495
T = 40
P = 4
Profits not ignored
Solution time = 4.274e+02
Best Profit = 41852
Terminal Cases = 49910455196
Task date  Profit    P
  6   12    667      0   
  6   33    4906     1   
  7   19    1192     2   
  11  27    1399     -1  
  16  24    695      0   
  16  30    1333     -1  
  19  25    1090     -1  
  19  38    4104     3   
  21  39    1326     -1  
  24  34    941      2   
  25  73    7323     0   
  26  32    389      -1  
  27  42    1883     -1  
  32  49    1645     -1  
  35  46    1970     1   
  36  38    301      -1  
  36  55    1982     -1  
  37  53    2642     2   
  37  58    1633     -1  
  40  41    319      3   
  46  49    879      3   
  47  63    1503     -1  
  50  53    560      -1  
  52  57    1016     1   
  53  60    1305     3   
  56  63    995      -1  
  56  68    2764     2   
  58  67    1051     -1  
  60  66    1147     -1  
  61  76    1240     -1  
  62  65    445      -1  
  62  80    2711     1   
  62  82    1700     -1  
  63  77    2894     3   
  65  72    534      -1  
  70  73    735      2   
  77  89    1306     0   
  79  86    1542     2   
  79  91    1193     3   
  81  87    748      1   
End
