NMec = 98495
T = 21
P = 6
Profits not ignored
Solution time = 8.576e-03
Best Profit = 28372
Terminal Cases = 861319
Task date  Profit    P
  0   11    2428     0   
  0   23    3480     1   
  1   11    945      -1  
  1   27    4386     2   
  2   4     326      3   
  3   9     524      4   
  3   14    1192     -1  
  4   11    1456     5   
  7   20    2866     3   
  8   12    798      -1  
  8   14    500      -1  
  9   29    1604     -1  
  10  13    768      4   
  10  26    1647     -1  
  12  32    4773     0   
  12  32    4699     5   
  15  21    553      -1  
  16  29    989      -1  
  17  28    1996     -1  
  17  34    2666     4   
  20  29    1833     -1  
End
