NMec = 98495
T = 39
P = 7
Profits not ignored
Solution time = 1.202e+02
Best Profit = 53285
Terminal Cases = 10222199688
Task date  Profit    P
  1   50    5214     -1  
  2   13    933      0   
  2   52    6043     1   
  2   54    3633     -1  
  4   6     406      2   
  5   12    1871     3   
  10  22    3578     2   
  11  50    4442     -1  
  14  27    2061     0   
  15  26    2189     3   
  16  23    1943     4   
  16  26    1380     -1  
  16  35    2580     -1  
  17  21    1005     5   
  17  55    9046     6   
  19  34    2888     -1  
  19  34    2855     -1  
  20  23    425      -1  
  21  24    889      -1  
  21  37    1632     -1  
  21  42    2083     -1  
  22  27    534      -1  
  22  42    4540     -1  
  22  48    7416     5   
  23  31    743      -1  
  24  43    1633     -1  
  25  37    2162     2   
  26  31    1058     -1  
  26  37    1942     -1  
  27  51    4488     3   
  27  55    4440     4   
  29  52    4070     0   
  31  47    3077     -1  
  32  44    948      -1  
  35  54    2552     -1  
  37  52    1544     -1  
  40  50    1048     -1  
  41  52    1475     -1  
  42  49    1634     2   
End
