NMec = 98495
T = 16
P = 8
Profits not ignored
Solution time = 1.165e-03
Best Profit = 25339
Terminal Cases = 59835
Task date  Profit    P
  0   9     2125     0   
  0   20    1965     -1  
  1   10    1726     1   
  1   16    1721     2   
  2   22    2025     3   
  4   25    2356     4   
  6   15    1619     5   
  8   22    1188     -1  
  8   27    1700     -1  
  9   27    4735     6   
  11  21    1970     0   
  12  26    2705     1   
  14  29    2314     7   
  17  21    949      2   
  19  23    1094     5   
  19  25    894      -1  
End
