NMec = 98495
T = 20
P = 6
Profits not ignored
Solution time = 4.332e-03
Best Profit = 27442
Terminal Cases = 344368
Task date  Profit    P
  1   5     447      0   
  1   14    1639     1   
  1   14    1708     2   
  1   19    2077     -1  
  4   20    3158     3   
  6   27    1952     -1  
  7   25    5033     0   
  8   14    1188     4   
  8   17    1185     -1  
  8   30    3270     -1  
  9   29    1511     -1  
  10  27    4036     5   
  12  30    2588     -1  
  15  30    2011     -1  
  16  27    2229     1   
  17  29    1954     -1  
  17  32    3415     2   
  18  32    2709     4   
  23  33    987      -1  
  24  30    1880     3   
End
