NMec = 98495
T = 22
P = 4
Profits not ignored
Solution time = 3.338e-03
Best Profit = 38202
Terminal Cases = 384585
Task date  Profit    P
  0   51    15124    0   
  3   10    1006     -1  
  3   49    3129     -1  
  4   21    2787     1   
  5   16    1217     -1  
  6   15    767      -1  
  7   24    4036     2   
  7   25    2052     -1  
  7   26    2409     -1  
  7   29    6130     3   
  10  24    2911     -1  
  16  28    1669     -1  
  17  22    598      -1  
  20  38    4119     -1  
  23  43    3549     1   
  25  35    1390     2   
  25  35    1323     -1  
  29  50    2368     -1  
  31  37    818      3   
  32  41    1172     -1  
  36  53    3214     2   
  38  48    1154     3   
End
