NMec = 98495
T = 36
P = 3
Profits not ignored
Solution time = 2.951e+00
Best Profit = 67499
Terminal Cases = 363337744
Task date  Profit    P
  3   12    1668     0   
  4   113   21855    1   
  11  113   28039    2   
  15  23    1497     -1  
  15  31    2692     -1  
  16  32    4341     0   
  20  35    2729     -1  
  23  32    1742     -1  
  27  38    1193     -1  
  28  33    1026     -1  
  31  36    686      -1  
  35  42    833      -1  
  39  49    967      -1  
  40  44    509      -1  
  40  49    909      -1  
  40  53    1734     0   
  40  57    3451     -1  
  44  70    4513     -1  
  45  56    1289     -1  
  45  56    1770     -1  
  47  58    1769     -1  
  48  74    2780     -1  
  49  61    2876     -1  
  50  58    1634     -1  
  55  61    1606     -1  
  55  69    3746     0   
  55  76    2783     -1  
  56  69    1865     -1  
  76  78    646      0   
  79  81    520      0   
  79  92    1751     -1  
  84  103   3966     0   
  92  102   1551     -1  
  96  105   1653     -1  
  112 113   518      0   
  116 119   466      0   
End
